transaction_date,price
2018-03-12,256219.07859473978
2018-03-12,221320.37515812446
2018-03-12,268346.94342835475
2018-03-13,246527.26104247582
2018-03-14,256183.7455462241
2018-03-14,244941.0464657163
2018-03-14,208253.72828640198
2018-03-17,226086.68692131515
2018-03-17,256749.05694144955
2018-03-18,246634.3865364188
2018-03-18,266921.06829533534
2018-03-18,251366.76144996536
2018-03-18,223967.23237516874
2018-03-19,227379.98743480924
2018-03-20,245359.61799968666
2018-03-20,197020.3888692198
2018-03-20,276770.1079016816
2018-03-20,252136.20491677307
2018-03-20,267841.96213019936
2018-03-21,211689.19137303854
2018-03-21,268192.57339632703
2018-03-21,287931.2484097769
2018-03-23,216883.70308167557
2018-03-23,258729.30608729724
2018-03-23,243323.4690829678
2018-03-23,212412.59322425703
2018-03-24,253158.9496262593
2018-03-25,259973.3342859689
2018-03-25,231278.73913584498
2018-03-25,266619.6005943264
2018-03-25,209966.00205343796
2018-03-25,213406.14726022905
2018-03-25,246033.21810099698
2018-03-26,243808.97574866735
2018-03-26,228969.8004207398
2018-03-26,259493.15890865965
2018-03-27,380878.73471031134
2018-03-28,260464.05160790225
2018-03-30,240838.54148217657
2018-03-30,255352.87554878872
2018-03-30,234388.26412862202
2018-03-31,284377.6439909538
2018-03-31,227050.3547867822
2018-04-01,292105.9485891663
2018-04-01,250697.75894178817
2018-04-01,222489.78220862514
2018-04-01,277361.587009772
2018-04-02,252518.02776789918
2018-04-02,267022.4819676048
2018-04-02,274477.11837085185
2018-04-02,256759.11108290052
2018-04-02,238155.1831037437
2018-04-03,269514.267553385
2018-04-05,250015.11014909192
2018-04-05,263717.1563721684
2018-04-05,206925.3885241708
2018-04-05,258939.63434019702
2018-04-05,237228.2834970994
2018-04-06,283066.1927435706
2018-04-06,262461.7469577819
2018-04-06,254797.15491698592
2018-04-06,259726.19986700444
2018-04-06,230031.18294246565
2018-04-07,282465.1338105611
2018-04-09,289827.4083683381
2018-04-09,257858.2702109643
2018-04-10,281808.0713714728
2018-04-10,238617.03602654932
2018-04-11,234057.72867550037
2018-04-11,250818.49497457847
2018-04-12,258698.82076735797
2018-04-12,242120.26637513758
2018-04-12,260755.36380736966
2018-04-12,256127.7896414683
2018-04-12,230033.8644941789
2018-04-12,390563.79052355164
2018-04-13,267270.5648504304
2018-04-13,380144.0795277117
2018-04-13,273052.96206523385
2018-04-13,225651.92413006097
2018-04-13,259359.00844263704
2018-04-13,226594.3858720645
2018-04-14,227718.37283533826
2018-04-14,237381.3833252442
2018-04-14,231158.7963285151
2018-04-14,239040.08362517724
2018-04-14,245716.99378577623
2018-04-15,266743.0897266277
2018-04-15,243576.81922588596
2018-04-15,327431.22879691224
2018-04-15,272801.3569299032
2018-04-15,233258.19732769922
2018-04-17,248825.59145790743
2018-04-17,258930.73013881422
2018-04-18,253992.20836805567
2018-04-18,271883.5909504295
2018-04-18,259580.0628678552
2018-04-18,232773.80840605783
2018-04-18,293571.24347983324
2018-04-19,253886.66926676466
2018-04-19,247053.19546756987
2018-04-19,269278.5084611114
2018-04-19,254989.01891860145
2018-04-19,257984.56385878654
2018-04-20,299843.67997201375
2018-04-21,244497.57143489906
2018-04-21,243644.78211965208
2018-04-21,378497.3553603739
2018-04-21,271430.31871162076
2018-04-22,109934.65969809602
2018-04-22,210688.8821704699
2018-04-22,238257.69458759704
2018-04-23,217321.54081881425
2018-04-23,241503.37304948724
2018-04-24,260049.9939225858
2018-04-24,232185.02272895473
2018-04-25,221463.46846437315
2018-04-25,251386.74323430695
2018-04-26,267250.8696923034
2018-04-26,216100.53122966774
2018-04-26,266404.6479661197
2018-04-26,266346.1240747665
2018-04-26,269081.70204313257
2018-04-26,274369.60429743375
2018-04-27,294040.27849319234
2018-04-27,242878.1590276189
2018-04-27,252191.43160155715
2018-04-27,241671.23133503948
2018-04-28,250039.5368951162
2018-04-29,280657.46711272624
2018-04-30,223099.71032138664
2018-05-01,226080.27674591044
2018-05-01,270844.88891931315
2018-05-01,263702.0003272637
2018-05-01,236038.63725288038
2018-05-01,260389.31021163636
2018-05-02,250125.5870390626
2018-05-02,273306.7623692417
2018-05-02,244791.4620657574
2018-05-03,263813.9124666736
2018-05-04,296141.5083990744
2018-05-04,255263.25329017127
2018-05-04,244287.83350511882
2018-05-05,257750.20989364153
2018-05-05,235995.65302514425
2018-05-05,291060.6242997166
2018-05-05,246902.69094314158
2018-05-05,237842.60378471168
2018-05-05,226587.4900888212
2018-05-06,265245.6740213507
2018-05-06,260645.01844577672
2018-05-07,233354.18276094008
2018-05-07,254830.2970916704
2018-05-07,213130.15082496483
2018-05-07,247000.68169068507
2018-05-07,252356.39723075583
2018-05-08,277447.8663804064
2018-05-08,227884.89413464817
2018-05-09,217734.21761317545
2018-05-10,225392.71097072112
2018-05-10,216569.90018292353
2018-05-10,270034.4173444016
2018-05-10,274274.0560897027
2018-05-10,249705.60174819853
2018-05-10,267727.16910292493
2018-05-10,245980.43780082665
2018-05-11,241399.03723520663
2018-05-11,236640.51780814672
2018-05-11,237093.45036167064
2018-05-11,318517.858594562
2018-05-11,248586.36546136872
2018-05-11,242494.59198494107
2018-05-11,258208.48467077946
2018-05-11,245171.74011799414
2018-05-13,240047.1961578401
2018-05-13,225877.40958906934
2018-05-13,244744.33492565717
2018-05-14,258066.0148055452
2018-05-14,220434.49036754473
2018-05-14,245050.74526283675
2018-05-14,247962.1292198116
2018-05-14,228939.97451685666
2018-05-14,231544.14409106196
2018-05-15,247913.48716454624
2018-05-16,220632.8498233695
2018-05-16,250299.7444942098
2018-05-16,225394.18271603796
2018-05-16,264558.3440498863
2018-05-16,290057.82509698794
2018-05-16,226086.13415518554
2018-05-16,253985.42743671543
2018-05-16,228766.43209158158
2018-05-16,264120.3536651777
2018-05-17,217996.10200751765
2018-05-17,252913.0053577762
2018-05-17,225841.49085143488
2018-05-18,239161.57840725456
2018-05-18,222680.7646862758
2018-05-18,259748.27960713702
2018-05-19,226561.66310043022
2018-05-19,254340.5553758585
2018-05-19,236419.30962397528
2018-05-19,241011.8227532447
2018-05-19,246256.38833722452
2018-05-19,228064.77675604497
2018-05-20,247508.61246003967
2018-05-20,273907.96147631016
2018-05-22,227739.37447256767
2018-05-22,266737.47305469884
2018-05-22,273263.2228589776
2018-05-22,226978.17040866107
2018-05-24,214200.17808741092
2018-05-24,249340.48819265724
2018-05-24,232353.1197338845
2018-05-25,280673.334572482
2018-05-25,243997.4209992186
2018-05-25,227257.28202851836
2018-05-25,220358.07996898773
2018-05-25,265099.36937103857
2018-05-26,231877.5907075382
2018-05-26,244177.8461784305
2018-05-26,262417.32509147155
2018-05-26,233616.10315060534
2018-05-26,242382.69361441873
2018-05-27,242969.90199277154
2018-05-27,256967.76041954377
2018-05-27,255116.15689942846
2018-05-27,238898.9955641254
2018-05-28,244574.2514191523
2018-05-29,235865.6899587522
2018-05-30,213749.02205083304
2018-05-31,248453.28733718453
2018-05-31,281145.1054058833
2018-06-01,207325.61718617874
2018-06-01,209539.40580794594
2018-06-01,207585.44456712517
2018-06-02,239491.83557446246
2018-06-03,233969.7090839288
2018-06-04,221829.24615167087
2018-06-05,206639.6187672207
2018-06-05,226847.5358327985
2018-06-06,193707.55745328392
2018-06-06,227868.53133714988
2018-06-06,242430.4877217587
2018-06-07,199976.01726732645
2018-06-07,194349.63446340672
2018-06-08,256588.7578338972
2018-06-08,212764.8072099083
2018-06-09,247718.95691887644
2018-06-09,221920.04669604337
2018-06-09,221760.90366117345
2018-06-10,233768.2539899329
2018-06-10,207320.0228650712
2018-06-11,227649.94286991292
2018-06-11,217370.21170351814
2018-06-11,198590.13113189937
2018-06-11,231749.64149452798
2018-06-12,219733.8438624417
2018-06-12,221859.50343110584
2018-06-12,200796.78113171685
2018-06-12,256828.0073552561
2018-06-13,242534.28372772233
2018-06-14,244283.11768343957
2018-06-14,218891.10595116636
2018-06-15,190416.34220993158
2018-06-16,264058.34764979023
2018-06-16,223778.04983988265
2018-06-17,210024.00407959893
2018-06-17,233336.03148966227
2018-06-17,248342.41576006595
2018-06-18,224538.98887829066
2018-06-18,250571.50335878748
2018-06-19,246659.99877033738
2018-06-19,203472.37625195883
2018-06-19,211524.19788681046
2018-06-19,244150.74326559535
2018-06-20,170747.74872379124
2018-06-20,222010.88613670022
2018-06-20,196383.37596750655
2018-06-21,215468.9239713295
2018-06-21,219023.59821941593
2018-06-21,217835.11244184984
2018-06-21,320932.16243662173
2018-06-22,203057.12700742373
2018-06-23,270838.2253363737
2018-06-24,262349.240083227
2018-06-25,201758.68359487434
2018-06-25,256642.33502607135
2018-06-26,217010.69019054295
2018-06-26,227583.7494666342
2018-06-27,223734.52080206168
2018-06-27,211805.0271749207
2018-06-27,244677.04687212294
2018-06-27,227517.73061153316
2018-06-27,107734.48576780758
2018-06-28,198908.21112399054
2018-06-28,207128.0997256176
2018-06-28,192172.39768795806
2018-06-28,225244.4709683034
2018-06-28,201066.68815431208
2018-06-29,219688.78974962918
2018-06-29,252402.03707220743
2018-06-30,248985.9914584317
2018-06-30,224354.46211794764
2018-07-01,198258.305477137
2018-07-01,237597.49098842015
2018-07-01,210415.12240717423
2018-07-02,193443.87080246955
2018-07-02,171479.63765759097
2018-07-03,207877.46436329486
2018-07-04,216586.47545165726
2018-07-04,187366.96950972712
2018-07-05,205824.05510276064
2018-07-05,192728.53410169942
2018-07-05,196319.35201601996
2018-07-05,150243.55884875337
2018-07-05,195564.3719256773
2018-07-06,219387.38604816108
2018-07-06,187371.94888866885
2018-07-06,201050.52736430633
2018-07-06,184880.9858661616
2018-07-06,207208.83352585544
2018-07-07,195669.53604927653
2018-07-07,181215.16918635985
2018-07-07,226651.02935330255
2018-07-08,218578.6402706443
2018-07-08,187901.86472143652
2018-07-08,209955.76618835554
2018-07-08,210748.2400564076
2018-07-09,212846.02470022353
2018-07-10,166114.88208009844
2018-07-10,220132.13082065256
2018-07-10,188606.02074148538
2018-07-11,192843.44133117466
2018-07-11,252757.635045204
2018-07-11,206037.46761442022
2018-07-11,192273.5504910565
2018-07-12,155894.11254488188
2018-07-12,227795.28267892712
2018-07-12,173095.80658382794
2018-07-13,179931.22193000992
2018-07-13,193372.954018243
2018-07-13,228328.23583400584
2018-07-14,215464.7997333152
2018-07-14,196843.2498031948
2018-07-14,206165.84127277642
2018-07-15,187992.28614257788
2018-07-15,202793.07379130702
2018-07-15,201466.73489556272
2018-07-16,219375.39791362706
2018-07-16,219343.562448779
2018-07-16,209879.5476441129
2018-07-16,192753.04884907795
2018-07-16,214836.44588780252
2018-07-17,198160.63067593906
2018-07-17,178361.71262573733
2018-07-17,191934.24416178121
2018-07-18,201690.53967568648
2018-07-18,218204.3156732949
2018-07-18,196329.43655685693
2018-07-18,175816.02577520788
2018-07-18,201134.8336659364
2018-07-19,202269.12080113104
2018-07-19,203716.75257805505
2018-07-20,218397.4303190886
2018-07-20,220378.46480179796
2018-07-21,188115.78255236667
2018-07-21,187677.13083902112
2018-07-21,179196.02578089054
2018-07-21,213976.31340560952
2018-07-21,228976.4021667543
2018-07-22,193698.36144182153
2018-07-22,195171.38870550014
2018-07-22,229335.65113797953
2018-07-23,210111.15706430015
2018-07-23,208724.7140960211
2018-07-23,176181.66988052547
2018-07-24,213574.56138558837
2018-07-24,181417.27318980484
2018-07-24,177319.59628130082
2018-07-25,193064.56846466576
2018-07-25,188284.1455310262
2018-07-25,195568.00611229922
2018-07-25,171180.36730950163
2018-07-25,219176.32612935346
2018-07-25,222553.72589032858
2018-07-26,161053.1505171837
2018-07-26,219569.156113331
2018-07-26,183789.42740356748
2018-07-26,217139.51073965573
2018-07-26,198631.0701466717
2018-07-26,100287.75564080999
2018-07-27,196298.04701157563
2018-07-27,224242.5840846697
2018-07-27,175208.23974949942
2018-07-28,212156.80677470018
2018-07-28,222026.603297791
2018-07-28,214326.8016108082
2018-07-28,246493.97828646837
2018-07-28,189421.064745506
2018-07-29,219146.09645187063
2018-07-29,197878.1872931716
2018-07-30,224668.1215270534
2018-07-30,199846.2200855726
2018-07-30,192242.4843627506
2018-07-30,226121.4440774326
2018-07-31,190168.7612196214
2018-07-31,171745.48482198888
2018-07-31,189663.06233652344
2018-08-01,187380.65893177065
2018-08-01,202840.77503174182
2018-08-02,177222.58750593025
2018-08-02,201363.9413446805
2018-08-02,147836.50157044813
2018-08-02,166134.73070364195
2018-08-03,169228.49765691799
2018-08-04,172708.8114505496
2018-08-04,176681.88776500392
2018-08-04,188818.21914784386
2018-08-05,166103.8632365902
2018-08-06,266670.86060859374
2018-08-06,174097.54219351898
2018-08-06,156482.201922177
2018-08-07,172726.6662183713
2018-08-07,172126.80940205764
2018-08-07,171698.38869993907
2018-08-08,175635.189131629
2018-08-09,176513.4708122677
2018-08-09,166354.0964178534
2018-08-10,200454.2946794253
2018-08-10,151610.38741593965
2018-08-10,160580.59783060208
2018-08-10,230599.27248447112
2018-08-11,154240.1729002154
2018-08-11,147924.90650580483
2018-08-12,189689.53490002436
2018-08-12,133457.60292452254
2018-08-12,170294.5218005512
2018-08-12,217916.49850152977
2018-08-12,144101.281556932
2018-08-14,135360.71028522574
2018-08-14,145016.37596084602
2018-08-14,192967.19136693972
2018-08-15,197495.53439971624
2018-08-15,164748.2240604298
2018-08-17,188664.24808002138
2018-08-17,202805.10655023978
2018-08-18,210746.9282885965
2018-08-18,170073.29437640304
2018-08-19,128970.56564660027
2018-08-19,158582.42155180627
2018-08-19,166463.91610129486
2018-08-19,169821.2240684322
2018-08-20,171242.8119798256
2018-08-20,197377.89195861339
2018-08-21,200488.56853375162
2018-08-22,85783.26346075216
2018-08-24,196969.69752103637
2018-08-24,182153.22733262178
2018-08-25,176290.11945725142
2018-08-25,193130.88314219928
2018-08-25,176445.04096475831
2018-08-25,216156.22354195523
2018-08-26,146231.77666410882
2018-08-26,164696.58201815965
2018-08-26,172469.62206092098
2018-08-27,183789.0538091598
2018-08-27,200359.2097420618
2018-08-27,174512.02865527687
2018-08-27,146555.40700987587
2018-08-27,191850.2779291001
2018-08-28,190099.1753228393
2018-08-28,136162.8268124119
2018-08-28,174923.91732658402
2018-08-28,143197.16338639404
2018-08-28,161706.97804995874
2018-08-29,156943.82146074402
2018-08-29,191185.29396483972
2018-08-29,177336.60348344367
2018-08-30,149288.17998487945
2018-08-30,192601.31925914684
2018-08-30,146323.8835214317
2018-08-30,181602.27580941888
2018-08-31,158719.78661416887
2018-09-01,149385.1881601677
2018-09-01,166784.14477154578
2018-09-01,167127.71779196867
2018-09-02,183438.1112818973
2018-09-02,155053.655817349
2018-09-02,162827.7470700449
2018-09-02,147943.9833626916
2018-09-03,160338.52746323403
2018-09-03,165488.45077094832
2018-09-03,154732.53286169056
2018-09-03,120623.72012892817
2018-09-04,163328.14773739598
2018-09-04,163989.95935788722
2018-09-04,143095.26028381905
2018-09-05,131010.98908932779
2018-09-05,186216.3128208574
2018-09-06,166527.64002866612
2018-09-06,152117.1091923439
2018-09-07,133958.07214782832
2018-09-07,140262.43324235117
2018-09-07,182750.53774650273
2018-09-08,159451.968628139
2018-09-08,145686.98847076396
2018-09-08,166892.5144352712
2018-09-09,140410.7660618516
2018-09-09,186715.59041638565
2018-09-09,183754.7405087126
2018-09-09,147367.24838672255
2018-09-11,144125.32487016087
2018-09-11,104336.06583693248
2018-09-12,127067.11437975072
2018-09-12,129909.33431162295
2018-09-12,159402.5366305258
2018-09-12,150174.0557219509
2018-09-13,129792.02006247325
2018-09-13,151075.44896148692
2018-09-14,166805.47276372506
2018-09-14,167255.5168090898
2018-09-14,118705.32419360045
2018-09-14,154133.46020110146
2018-09-15,129031.91427134587
2018-09-15,174733.30375358358
2018-09-15,172381.65813784805
2018-09-16,138738.18528428892
2018-09-16,141377.82576277008
2018-09-17,147473.38880081192
2018-09-17,111642.8619161513
2018-09-17,163418.0932795896
2018-09-18,151241.83888397546
2018-09-18,176102.23146213527
2018-09-18,134730.54545152702
2018-09-18,144316.27084577945
2018-09-18,126568.22464999577
2018-09-18,136612.918540893
2018-09-18,133059.0898894137
2018-09-19,176618.203387707
2018-09-19,142733.49283575022
2018-09-19,159182.24350567034
2018-09-20,149083.461733542
2018-09-20,131309.42449052184
2018-09-20,153332.7213473452
2018-09-20,168680.79644804998
2018-09-20,132543.54195991103
2018-09-21,172880.98562540565
2018-09-21,139704.31138122416
2018-09-21,147039.05128932127
2018-09-21,167312.39227097903
2018-09-21,143430.00666638833
2018-09-21,157450.2269974954
2018-09-21,150404.91323501623
2018-09-21,159286.08994485444
2018-09-22,109083.94770030814
2018-09-23,120105.09350661642
2018-09-23,169018.06993171485
2018-09-24,177442.3579237591
2018-09-24,138488.99574014766
2018-09-25,151818.1627673554
2018-09-26,162593.1148688241
2018-09-26,170563.08184395215
2018-09-26,116145.18437736112
2018-09-27,138977.92487121053
2018-09-27,150047.14221378058
2018-09-27,170761.53375549905
2018-09-27,206667.33948520798
2018-09-28,152138.61527458372
2018-09-29,128559.1805686983
2018-09-29,164744.09135480406
2018-09-29,183118.6456015923
2018-09-29,158859.0122303681
2018-09-29,138565.75890769222
2018-09-29,175858.60864037846
2018-09-29,169969.64218074677
2018-09-30,136177.11292686558
2018-09-30,164327.2421614649
2018-09-30,176644.04116395552
2018-09-30,180336.53066195594
2018-09-30,155369.75030458896
2018-09-30,149537.1408871917
2018-10-01,174545.47644162524
2018-10-01,125796.7899403823
2018-10-02,158771.5858184201
2018-10-02,122599.46745271141
2018-10-03,171307.52544519206
2018-10-05,144839.08968777678
2018-10-05,175371.6647129494
2018-10-05,159828.25512711055
2018-10-05,125535.5953987614
2018-10-06,178492.55464154488
2018-10-06,181024.9053285546
2018-10-06,167645.7298519843
2018-10-07,134768.2426992756
2018-10-07,143879.72091285183
2018-10-07,152908.5443481152
2018-10-07,135925.79201337133
2018-10-08,183846.93144926408
2018-10-08,152886.52943452075
2018-10-08,95933.03905785285
2018-10-08,156787.11625512442
2018-10-08,143036.85206365373
2018-10-09,148501.46887763104
2018-10-10,142627.612684286
2018-10-11,166140.92833213374
2018-10-11,172393.75557106762
2018-10-12,155661.06324517308
2018-10-12,143213.7762572368
2018-10-12,149173.2559038166
2018-10-12,150391.99233155255
2018-10-12,133951.39920270327
2018-10-12,161578.5729714247
2018-10-13,159200.84647720933
2018-10-13,180808.82479553347
2018-10-13,175106.9956057695
2018-10-14,136286.5016481974
2018-10-14,166405.9674901793
2018-10-14,130980.93233811056
2018-10-15,163918.642018817
2018-10-15,139667.71602479785
2018-10-16,129534.9355324883
2018-10-16,155600.90685394808
2018-10-16,96508.65743691719
2018-10-16,114980.48851189544
2018-10-16,146450.16232451433
2018-10-16,151648.83533269685
2018-10-17,142613.62459683622
2018-10-18,118411.27402564802
2018-10-18,133642.1631572299
2018-10-18,157824.18654474788
2018-10-19,161635.63541256724
2018-10-20,149675.53764808117
2018-10-20,173136.67562073978
2018-10-21,157947.9404691847
2018-10-21,135050.88692083576
2018-10-21,144389.95893176764
2018-10-21,121942.6768558429
2018-10-22,147837.22019217166
2018-10-22,172242.01238442678
2018-10-22,163705.80169421935
2018-10-22,178040.18651838246
2018-10-22,143942.29512402014
2018-10-23,176921.99589028515
2018-10-23,146133.91547104061
2018-10-23,179431.7016513979
2018-10-23,149562.86505115754
2018-10-23,164144.62747608553
2018-10-23,179502.24728619712
2018-10-23,146131.4474283759
2018-10-23,154367.7797508835
2018-10-24,175777.26850412606
2018-10-24,147339.93672139873
2018-10-25,123582.15434987677
2018-10-25,192860.1410916982
2018-10-26,140604.71071325726
2018-10-26,153175.12101875086
2018-10-26,173120.13338902255
2018-10-26,137830.12192537595
2018-10-28,129842.6417355574
2018-10-28,155074.74593549667
2018-10-28,114138.47204175222
2018-10-28,144241.8784626416
2018-10-29,154900.7732863081
2018-10-29,144600.96206349673
2018-10-29,119130.98113628506
2018-10-30,181883.55912408023
2018-10-30,152070.7630789835
2018-10-30,178623.04235523482
2018-10-30,144799.27499639112
2018-10-30,132399.76036618472
2018-10-30,155383.6184051032
2018-10-31,145684.2574734356
2018-10-31,126444.77084017285
2018-11-01,186094.414986528
2018-11-01,144253.32535289816
2018-11-02,119893.40211486671
2018-11-02,183262.05088992475
2018-11-02,219919.15424178843
2018-11-03,144542.25195846558
2018-11-03,121390.9780701786
2018-11-03,191517.5595427179
2018-11-03,130909.11806658433
2018-11-03,157867.71942489108
2018-11-03,174951.1362615869
2018-11-05,165133.06847084002
2018-11-05,155505.64357093425
2018-11-05,122665.41264502975
2018-11-05,140504.2330954324
2018-11-06,160454.7365716285
2018-11-06,140955.24841103816
2018-11-06,160765.91901075342
2018-11-06,170333.59798708092
2018-11-07,175948.7875267801
2018-11-07,132175.14265452442
2018-11-07,200631.65091035716
2018-11-08,172048.3167018607
2018-11-08,156664.4467373968
2018-11-08,178489.46147231088
2018-11-08,204006.88525077756
2018-11-09,127924.3277896407
2018-11-09,152193.476960951
2018-11-09,109130.09661331151
2018-11-09,160551.76046373858
2018-11-10,164006.6146492809
2018-11-10,155915.48750192288
2018-11-10,143608.05839081187
2018-11-10,115708.43948701158
2018-11-11,164169.40347901345
2018-11-12,278711.1292336269
2018-11-12,144878.36069610945
2018-11-12,165499.92839124097
2018-11-12,125335.84354237707
2018-11-12,165842.99108462836
2018-11-13,148831.08385588494
2018-11-13,141450.37079871978
2018-11-13,141491.45698645548
2018-11-13,148826.49817011788
2018-11-13,164347.39612462878
2018-11-13,130455.46578686772
2018-11-15,148756.42317942102
2018-11-15,155869.29425079512
2018-11-15,134717.9453201409
2018-11-15,192632.03384427843
